shelf_id,floor,x,y
Shelf_8608,2F,28,30
Shelf_8609,2F,37,17
Shelf_8610,3F,59,19
Shelf_8611,2F,56,4
Shelf_8612,2F,30,30
Shelf_8613,2F,53,20
Shelf_8614,3F,23,24
Shelf_8615,2F,21,10
Shelf_8616,3F,41,20
Shelf_8617,3F,10,4
Shelf_8618,3F,40,28
Shelf_8619,2F,50,6
Shelf_8620,3F,23,4
Shelf_8621,3F,36,2
Shelf_8622,2F,44,4
Shelf_8623,3F,28,9
Shelf_8624,3F,33,28
Shelf_8625,3F,8,2
Shelf_8626,3F,19,16
Shelf_8627,3F,13,23
Shelf_8628,2F,52,21
Shelf_8629,3F,55,6
Shelf_8630,2F,30,20
Shelf_8631,2F,52,12
Shelf_8632,2F,49,23
Shelf_8633,3F,37,23
Shelf_8634,3F,33,16
Shelf_8635,2F,42,1
Shelf_8636,3F,15,5
Shelf_8637,3F,36,6
Shelf_8638,2F,39,9
Shelf_8639,3F,41,30
Shelf_8640,2F,30,8
Shelf_8641,2F,11,9
Shelf_8642,2F,50,13
Shelf_8643,3F,24,10
Shelf_8644,2F,20,20
Shelf_8645,3F,15,12
Shelf_8646,2F,30,1
Shelf_8647,2F,53,5
Shelf_8648,3F,31,5
Shelf_8649,2F,35,20
Shelf_8650,3F,27,8
Shelf_8651,2F,31,1
Shelf_8652,3F,21,20
Shelf_8653,3F,38,17
Shelf_8654,3F,21,4
Shelf_8655,3F,23,5
Shelf_8656,3F,42,12
Shelf_8657,2F,59,11
Shelf_8658,2F,21,24
Shelf_8659,2F,47,2
Shelf_8660,2F,55,9
Shelf_8661,3F,55,21
Shelf_8662,3F,56,14
Shelf_8663,3F,9,8
Shelf_8664,2F,29,4
Shelf_8665,3F,57,9
Shelf_8666,3F,54,6
Shelf_8667,3F,24,5
Shelf_8668,2F,57,17
Shelf_8669,2F,33,5
Shelf_8670,3F,27,4
Shelf_8671,2F,42,6
Shelf_8672,2F,57,6
Shelf_8673,2F,31,13
Shelf_8674,2F,37,23
Shelf_8675,3F,18,10
Shelf_8676,3F,38,23
Shelf_8677,3F,13,6
Shelf_8678,2F,18,1
Shelf_8679,3F,14,10
Shelf_8680,3F,14,5
Shelf_8681,2F,24,16
Shelf_8682,3F,30,1
Shelf_8683,3F,13,16
Shelf_8684,3F,39,5
Shelf_8685,2F,59,3
Shelf_8686,3F,47,18
Shelf_8687,3F,53,21
Shelf_8688,2F,26,24
Shelf_8689,3F,14,17
Shelf_8690,2F,11,1
Shelf_8691,2F,54,9
Shelf_8692,3F,54,12
Shelf_8693,3F,39,21
Shelf_8694,2F,36,4
Shelf_8695,2F,42,23
Shelf_8696,3F,29,14
Shelf_8697,3F,49,9
Shelf_8698,3F,18,6
Shelf_8699,2F,39,10
Shelf_8700,2F,48,14
Shelf_8701,3F,47,13
Shelf_8702,3F,32,5
Shelf_8703,2F,18,8
Shelf_8704,2F,29,30
Shelf_8705,2F,53,17
Shelf_8706,3F,12,14
Shelf_8707,3F,29,8
Shelf_8708,2F,54,5
Shelf_8709,3F,52,2
Shelf_8710,3F,21,16
Shelf_8711,2F,35,30
Shelf_8712,3F,46,20
Shelf_8713,2F,22,5
Shelf_8714,2F,14,23
Shelf_8715,2F,27,30
Shelf_8716,3F,47,8
Shelf_8717,2F,39,12
Shelf_8718,2F,27,12
Shelf_8719,2F,8,16
Shelf_8720,2F,39,24
Shelf_8721,2F,37,18
Shelf_8722,3F,21,18
Shelf_8723,2F,39,14
Shelf_8724,3F,55,1
Shelf_8725,3F,13,1
Shelf_8726,3F,45,10
Shelf_8727,2F,56,6
Shelf_8728,3F,21,13
Shelf_8729,3F,35,26
Shelf_8730,3F,20,13
Shelf_8731,2F,48,13
Shelf_8732,3F,27,2
Shelf_8733,2F,41,12
Shelf_8734,3F,22,14
Shelf_8735,2F,15,5
Shelf_8736,3F,48,24
Shelf_8737,2F,54,20
Shelf_8738,2F,22,20
Shelf_8739,2F,27,2
Shelf_8740,2F,14,1
Shelf_8741,3F,11,13
Shelf_8742,3F,44,24
Shelf_8743,3F,35,6
Shelf_8744,3F,55,10
Shelf_8745,2F,56,2
Shelf_8746,2F,59,16
Shelf_8747,2F,37,6
Shelf_8748,3F,24,21
Shelf_8749,3F,27,30
Shelf_8750,2F,31,12
Shelf_8751,3F,18,24
Shelf_8752,3F,31,30
Shelf_8753,2F,32,30
Shelf_8754,3F,56,20
Shelf_8755,2F,22,9
Shelf_8756,2F,50,10
Shelf_8757,2F,27,23
Shelf_8758,2F,46,18
Shelf_8759,3F,49,8
Shelf_8760,2F,22,10
Shelf_8761,2F,38,6
Shelf_8762,3F,32,23
Shelf_8763,2F,12,12
Shelf_8764,3F,38,26
Shelf_8765,2F,32,12
Shelf_8766,3F,48,18
Shelf_8767,3F,41,14
Shelf_8768,3F,52,1
Shelf_8769,3F,59,17
Shelf_8770,2F,42,4
Shelf_8771,2F,59,18
Shelf_8772,3F,48,20
Shelf_8773,3F,39,30
Shelf_8774,2F,31,30
Shelf_8775,3F,19,17
Shelf_8776,3F,30,26
Shelf_8777,2F,40,27
Shelf_8778,2F,49,2
Shelf_8779,2F,38,12
Shelf_8780,2F,36,28
Shelf_8781,3F,52,13
Shelf_8782,3F,35,28
Shelf_8783,2F,14,20
Shelf_8784,2F,10,1
Shelf_8785,2F,29,23
Shelf_8786,3F,22,13
Shelf_8787,3F,35,9
Shelf_8788,2F,57,4
Shelf_8789,3F,34,30
Shelf_8790,2F,12,5
Shelf_8791,3F,47,16
Shelf_8792,2F,19,13
Shelf_8793,2F,54,1
Shelf_8794,2F,23,13
Shelf_8795,2F,47,13
Shelf_8796,3F,35,1
Shelf_8797,3F,56,8
Shelf_8798,3F,55,12
Shelf_8799,2F,40,5
Shelf_8800,3F,31,6
Shelf_8801,2F,33,12
Shelf_8802,2F,16,2
Shelf_8803,2F,40,4
Shelf_8804,2F,35,23
Shelf_8805,2F,50,12
Shelf_8806,3F,40,8
Shelf_8807,2F,52,13
Shelf_8808,3F,35,27
Shelf_8809,3F,12,4
Shelf_8810,3F,39,28
Shelf_8811,2F,45,14
Shelf_8812,2F,59,12
Shelf_8813,3F,11,12
Shelf_8814,2F,10,24
Shelf_8815,3F,23,12
Shelf_8816,3F,54,4
Shelf_8817,2F,47,8
Shelf_8818,2F,36,21
Shelf_8819,2F,15,17
Shelf_8820,2F,24,5
Shelf_8821,2F,47,24
Shelf_8822,2F,21,16
Shelf_8823,3F,10,2
Shelf_8824,2F,24,10
Shelf_8825,2F,39,17
Shelf_8826,2F,37,28
Shelf_8827,3F,29,12
Shelf_8828,3F,33,14
Shelf_8829,3F,41,16
Shelf_8830,2F,33,28
Shelf_8831,3F,50,17
Shelf_8832,3F,38,28
Shelf_8833,3F,56,17
Shelf_8834,2F,27,17
Shelf_8835,3F,38,14
Shelf_8836,3F,33,26
Shelf_8837,3F,26,16
Shelf_8838,3F,38,10
Shelf_8839,3F,8,16
Shelf_8840,2F,33,1
Shelf_8841,2F,19,6
Shelf_8842,2F,30,5
Shelf_8843,3F,59,24
Shelf_8844,2F,36,2
Shelf_8845,2F,41,16
Shelf_8846,2F,40,8
Shelf_8847,2F,55,17
Shelf_8848,2F,18,24
Shelf_8849,2F,32,1
Shelf_8850,2F,32,16
Shelf_8851,2F,23,8
Shelf_8852,2F,28,17
Shelf_8853,2F,32,14
Shelf_8854,3F,9,17
Shelf_8855,2F,13,2
Shelf_8856,3F,36,18
Shelf_8857,3F,57,14
Shelf_8858,3F,49,16
Shelf_8859,2F,37,26
Shelf_8860,3F,31,28
Shelf_8861,3F,54,21
Shelf_8862,3F,11,14
Shelf_8863,2F,57,5
Shelf_8864,2F,15,10
Shelf_8865,2F,11,4
Shelf_8866,3F,26,18
Shelf_8867,2F,27,13
Shelf_8868,3F,42,21
Shelf_8869,3F,9,10
Shelf_8870,2F,10,21
Shelf_8871,3F,34,2
Shelf_8872,3F,50,9
Shelf_8873,2F,22,24
Shelf_8874,2F,21,2
Shelf_8875,2F,10,18
Shelf_8876,2F,39,26
Shelf_8877,2F,11,16
Shelf_8878,2F,13,10
Shelf_8879,2F,48,9
Shelf_8880,2F,59,6
Shelf_8881,2F,33,16
Shelf_8882,3F,17,2
Shelf_8883,3F,50,2
Shelf_8884,2F,59,14
Shelf_8885,2F,30,16
Shelf_8886,3F,18,18
Shelf_8887,3F,36,27
Shelf_8888,3F,41,8
Shelf_8889,2F,29,28
Shelf_8890,3F,41,23
Shelf_8891,2F,21,5
Shelf_8892,2F,13,20
Shelf_8893,2F,38,14
Shelf_8894,3F,56,13
Shelf_8895,2F,26,20
Shelf_8896,2F,11,20
Shelf_8897,3F,21,1
Shelf_8898,3F,10,6
Shelf_8899,3F,32,4
Shelf_8900,3F,33,18
Shelf_8901,3F,29,27
Shelf_8902,3F,12,8
Shelf_8903,3F,40,16
Shelf_8904,3F,9,13
Shelf_8905,3F,15,6
Shelf_8906,2F,59,19
Shelf_8907,3F,26,12
Shelf_8908,3F,28,8
Shelf_8909,2F,14,13
Shelf_8910,2F,13,14
Shelf_8911,2F,47,17
Shelf_8912,2F,45,6
Shelf_8913,2F,44,6
Shelf_8914,3F,22,2
Shelf_8915,2F,37,20
Shelf_8916,2F,49,10
Shelf_8917,2F,23,20
Shelf_8918,2F,23,23
Shelf_8919,3F,10,1
Shelf_8920,2F,8,8
Shelf_8921,2F,36,20
Shelf_8922,2F,44,12
Shelf_8923,2F,19,1
Shelf_8924,3F,59,7
Shelf_8925,3F,12,18
Shelf_8926,2F,54,2
Shelf_8927,2F,46,14
Shelf_8928,2F,19,14
Shelf_8929,2F,8,23
Shelf_8930,3F,23,1
Shelf_8931,3F,59,6
Shelf_8932,3F,33,6
Shelf_8933,2F,42,9
Shelf_8934,2F,56,1
Shelf_8935,2F,37,2
Shelf_8936,2F,52,4
Shelf_8937,2F,12,4
Shelf_8938,2F,35,8
Shelf_8939,3F,51,1
Shelf_8940,3F,14,4
Shelf_8941,2F,13,9
Shelf_8942,3F,47,23
Shelf_8943,2F,44,24
Shelf_8944,2F,33,18
Shelf_8945,3F,50,14
Shelf_8946,2F,13,6
Shelf_8947,2F,26,9
Shelf_8948,3F,19,9
Shelf_8949,3F,41,17
Shelf_8950,2F,36,13
Shelf_8951,3F,57,20
Shelf_8952,2F,28,24
Shelf_8953,3F,20,9
Shelf_8954,3F,49,20
Shelf_8955,3F,39,18
Shelf_8956,2F,41,24
Shelf_8957,3F,14,2
Shelf_8958,2F,30,2
Shelf_8959,3F,55,9
Shelf_8960,2F,56,13
Shelf_8961,2F,31,17
Shelf_8962,2F,38,20
Shelf_8963,2F,13,23
Shelf_8964,3F,27,27
Shelf_8965,3F,33,2
Shelf_8966,2F,30,23
Shelf_8967,3F,53,10
Shelf_8968,3F,56,10
Shelf_8969,3F,23,8
Shelf_8970,3F,20,8
Shelf_8971,2F,21,20
Shelf_8972,2F,44,17
Shelf_8973,3F,31,26
Shelf_8974,3F,27,9
Shelf_8975,3F,40,9
Shelf_8976,3F,9,5
Shelf_8977,3F,28,23
Shelf_8978,3F,16,17
Shelf_8979,2F,47,4
Shelf_8980,3F,20,2
Shelf_8981,2F,24,2
Shelf_8982,2F,35,13
Shelf_8983,3F,59,13
Shelf_8984,2F,14,24
Shelf_8985,3F,36,5
Shelf_8986,3F,56,9
Shelf_8987,3F,56,21
Shelf_8988,3F,10,14
Shelf_8989,3F,42,8
Shelf_8990,2F,33,17
Shelf_8991,2F,8,1
Shelf_8992,2F,48,12
Shelf_8993,3F,37,9
Shelf_8994,3F,52,20
Shelf_8995,3F,10,12
Shelf_8996,2F,16,6
Shelf_8997,2F,40,20
Shelf_8998,2F,33,30
Shelf_8999,2F,24,24
Shelf_9000,3F,16,4
Shelf_9001,2F,56,16
Shelf_9002,2F,40,6
Shelf_9003,2F,54,12
Shelf_9004,3F,46,6
Shelf_9005,2F,8,24
Shelf_9006,3F,8,1
Shelf_9007,3F,35,21
Shelf_9008,3F,15,2
Shelf_9009,3F,56,1
Shelf_9010,2F,56,12
Shelf_9011,3F,48,21
Shelf_9012,2F,55,2
Shelf_9013,3F,10,13
Shelf_9014,3F,24,12
Shelf_9015,3F,20,10
Shelf_9016,2F,42,14
Shelf_9017,2F,50,23
Shelf_9018,3F,58,1
Shelf_9019,3F,53,16
Shelf_9020,3F,19,24
Shelf_9021,3F,23,10
Shelf_9022,2F,25,1
Shelf_9023,2F,32,24
Shelf_9024,3F,39,16
Shelf_9025,2F,12,20
Shelf_9026,2F,16,12
Shelf_9027,2F,49,18
Shelf_9028,2F,44,21
Shelf_9029,3F,57,18
Shelf_9030,2F,8,21
Shelf_9031,2F,27,6
Shelf_9032,2F,9,4
Shelf_9033,3F,42,24
Shelf_9034,2F,24,1
Shelf_9035,2F,9,18
Shelf_9036,2F,19,24
Shelf_9037,2F,25,2
Shelf_9038,2F,45,8
Shelf_9039,3F,29,13
Shelf_9040,2F,16,23
Shelf_9041,3F,21,8
Shelf_9042,2F,42,16
Shelf_9043,3F,57,6
Shelf_9044,2F,41,20
Shelf_9045,2F,59,20
Shelf_9046,3F,32,20
Shelf_9047,2F,20,12
Shelf_9048,3F,39,23
Shelf_9049,3F,21,10
Shelf_9050,2F,33,13
Shelf_9051,3F,48,2
Shelf_9052,3F,48,9
Shelf_9053,3F,42,27
Shelf_9054,2F,29,26
Shelf_9055,3F,10,23
Shelf_9056,3F,35,4
Shelf_9057,3F,27,1
Shelf_9058,3F,29,26
Shelf_9059,2F,29,9
Shelf_9060,3F,23,16
Shelf_9061,2F,59,9
Shelf_9062,3F,15,23
Shelf_9063,2F,57,12
Shelf_9064,2F,29,8
Shelf_9065,3F,35,16
Shelf_9066,2F,49,12
Shelf_9067,2F,24,14
Shelf_9068,3F,21,12
Shelf_9069,2F,46,9
Shelf_9070,3F,12,16
Shelf_9071,2F,9,8
Shelf_9072,2F,49,20
Shelf_9073,3F,43,2
Shelf_9074,3F,30,14
Shelf_9075,3F,37,16
Shelf_9076,2F,56,9
Shelf_9077,3F,57,16
Shelf_9078,2F,30,18
Shelf_9079,3F,39,13
Shelf_9080,2F,39,1
Shelf_9081,3F,56,16
Shelf_9082,3F,33,8
Shelf_9083,2F,38,17
Shelf_9084,2F,11,5
Shelf_9085,3F,32,12
Shelf_9086,3F,27,23
Shelf_9087,3F,48,1
Shelf_9088,3F,38,6
Shelf_9089,2F,27,1
Shelf_9090,2F,38,10
Shelf_9091,2F,15,21
Shelf_9092,3F,38,4
Shelf_9093,3F,29,2
Shelf_9094,3F,53,17
Shelf_9095,2F,35,6
Shelf_9096,3F,49,21
Shelf_9097,2F,23,17
Shelf_9098,3F,36,12
Shelf_9099,2F,27,16
Shelf_9100,2F,54,18
Shelf_9101,2F,8,6
Shelf_9102,3F,36,9
Shelf_9103,3F,19,21
Shelf_9104,2F,45,13
Shelf_9105,2F,38,30
Shelf_9106,3F,13,24
Shelf_9107,3F,24,14
Shelf_9108,2F,20,2
Shelf_9109,2F,27,24
Shelf_9110,3F,32,13
Shelf_9111,2F,22,21
Shelf_9112,3F,40,26
Shelf_9113,2F,57,14
Shelf_9114,3F,59,18
Shelf_9115,3F,38,16
Shelf_9116,3F,42,6
Shelf_9117,3F,11,17
Shelf_9118,2F,46,23
Shelf_9119,3F,30,6
Shelf_9120,3F,18,2
Shelf_9121,2F,36,8
Shelf_9122,2F,28,18
Shelf_9123,2F,35,5
Shelf_9124,3F,37,4
Shelf_9125,2F,37,27
Shelf_9126,2F,16,13
Shelf_9127,3F,48,13
Shelf_9128,3F,18,4
Shelf_9129,3F,37,18
Shelf_9130,3F,29,18
Shelf_9131,3F,28,17
Shelf_9132,2F,26,30
Shelf_9133,2F,41,13
Shelf_9134,3F,20,16
Shelf_9135,3F,44,12
Shelf_9136,3F,31,21
Shelf_9137,3F,31,27
Shelf_9138,2F,30,28
Shelf_9139,2F,41,27
Shelf_9140,2F,33,21
Shelf_9141,2F,37,9
Shelf_9142,2F,55,21
Shelf_9143,3F,12,23
Shelf_9144,3F,27,28
Shelf_9145,3F,46,4
Shelf_9146,2F,26,6
Shelf_9147,2F,11,24
Shelf_9148,3F,57,2
Shelf_9149,2F,53,8
Shelf_9150,3F,10,5
Shelf_9151,2F,13,4
Shelf_9152,2F,36,23
Shelf_9153,3F,31,10
Shelf_9154,2F,20,13
Shelf_9155,2F,9,14
Shelf_9156,3F,47,1
Shelf_9157,3F,40,17
Shelf_9158,3F,14,8
Shelf_9159,2F,20,1
Shelf_9160,2F,56,17
Shelf_9161,2F,48,16
Shelf_9162,2F,40,24
Shelf_9163,2F,41,18
Shelf_9164,3F,9,4
Shelf_9165,3F,29,6
Shelf_9166,3F,8,4
Shelf_9167,2F,38,13
Shelf_9168,2F,46,1
Shelf_9169,2F,42,20
Shelf_9170,3F,55,23
Shelf_9171,3F,57,17
Shelf_9172,3F,12,12
Shelf_9173,2F,42,27
Shelf_9174,2F,14,12
Shelf_9175,2F,23,1
Shelf_9176,2F,50,5
Shelf_9177,2F,52,10
Shelf_9178,2F,22,18
Shelf_9179,2F,40,21
Shelf_9180,2F,45,23
Shelf_9181,3F,13,18
Shelf_9182,3F,22,5
Shelf_9183,2F,36,1
Shelf_9184,3F,15,16
Shelf_9185,3F,45,20
Shelf_9186,3F,18,14
Shelf_9187,2F,30,26
Shelf_9188,3F,27,20
Shelf_9189,2F,37,24
Shelf_9190,3F,20,20
Shelf_9191,3F,40,10
Shelf_9192,2F,12,2
Shelf_9193,2F,39,20
Shelf_9194,2F,14,14
Shelf_9195,3F,20,21
Shelf_9196,2F,43,2
Shelf_9197,2F,23,12
Shelf_9198,3F,54,8
Shelf_9199,3F,25,2
Shelf_9200,3F,33,4
Shelf_9201,3F,35,30
Shelf_9202,2F,8,14
Shelf_9203,2F,45,17
Shelf_9204,2F,13,12
Shelf_9205,2F,22,4
Shelf_9206,2F,15,2
Shelf_9207,3F,30,12
Shelf_9208,3F,52,8
Shelf_9209,3F,16,1
Shelf_9210,2F,30,6
Shelf_9211,3F,55,18
Shelf_9212,3F,15,13
Shelf_9213,3F,29,23
Shelf_9214,2F,59,8
Shelf_9215,2F,11,13
Shelf_9216,2F,18,12
Shelf_9217,3F,9,9
Shelf_9218,2F,27,27
Shelf_9219,3F,47,21
Shelf_9220,2F,27,9
Shelf_9221,2F,22,16
Shelf_9222,3F,14,21
Shelf_9223,2F,24,21
Shelf_9224,3F,33,1
Shelf_9225,3F,41,28
Shelf_9226,2F,45,2
Shelf_9227,3F,10,10
Shelf_9228,3F,24,1
Shelf_9229,2F,55,13
Shelf_9230,3F,16,23
Shelf_9231,2F,44,5
Shelf_9232,3F,49,13
Shelf_9233,2F,8,17
Shelf_9234,2F,9,1
Shelf_9235,3F,48,23
Shelf_9236,3F,33,24
Shelf_9237,2F,11,23
Shelf_9238,2F,47,9
Shelf_9239,2F,19,10
Shelf_9240,2F,27,18
Shelf_9241,3F,12,17
Shelf_9242,3F,46,12
Shelf_9243,3F,49,2
Shelf_9244,2F,32,18
Shelf_9245,3F,22,20
Shelf_9246,3F,40,12
Shelf_9247,2F,38,2
Shelf_9248,3F,26,10
Shelf_9249,2F,49,17
Shelf_9250,2F,19,9
Shelf_9251,3F,59,10
Shelf_9252,3F,40,13
Shelf_9253,3F,52,17
Shelf_9254,2F,50,9
Shelf_9255,2F,57,10
Shelf_9256,3F,52,6
Shelf_9257,3F,44,17
Shelf_9258,3F,9,12
Shelf_9259,3F,11,20
Shelf_9260,2F,42,26
Shelf_9261,3F,9,20
Shelf_9262,3F,59,5
Shelf_9263,2F,20,16
Shelf_9264,2F,41,6
Shelf_9265,2F,21,23
Shelf_9266,2F,26,12
Shelf_9267,3F,36,1
Shelf_9268,3F,22,12
Shelf_9269,3F,11,6
Shelf_9270,2F,32,17
Shelf_9271,3F,36,17
Shelf_9272,3F,12,21
Shelf_9273,3F,16,16
Shelf_9274,2F,27,10
Shelf_9275,2F,40,9
Shelf_9276,3F,20,4
Shelf_9277,3F,44,14
Shelf_9278,3F,53,20
Shelf_9279,2F,44,10
Shelf_9280,2F,44,13
Shelf_9281,2F,54,21
Shelf_9282,3F,42,28
Shelf_9283,3F,14,23
Shelf_9284,3F,24,18
Shelf_9285,2F,14,17
Shelf_9286,3F,18,1
Shelf_9287,2F,39,5
Shelf_9288,3F,28,14
Shelf_9289,2F,37,5
Shelf_9290,2F,29,17
Shelf_9291,3F,52,10
Shelf_9292,2F,34,30
Shelf_9293,3F,14,12
Shelf_9294,3F,52,5
Shelf_9295,3F,53,14
Shelf_9296,2F,26,10
Shelf_9297,2F,31,18
Shelf_9298,2F,12,24
Shelf_9299,2F,29,6
Shelf_9300,2F,37,16
Shelf_9301,2F,20,8
Shelf_9302,2F,28,16
Shelf_9303,3F,11,23
Shelf_9304,2F,46,24
Shelf_9305,2F,20,4
Shelf_9306,2F,31,28
Shelf_9307,3F,28,2
Shelf_9308,2F,12,14
Shelf_9309,2F,42,2
Shelf_9310,3F,24,17
Shelf_9311,3F,22,6
Shelf_9312,2F,50,18
Shelf_9313,2F,37,10
Shelf_9314,3F,12,20
Shelf_9315,2F,22,13
Shelf_9316,3F,30,17
Shelf_9317,3F,37,21
Shelf_9318,2F,15,23
Shelf_9319,2F,28,28
Shelf_9320,2F,51,2
Shelf_9321,3F,33,17
Shelf_9322,3F,40,21
Shelf_9323,3F,36,4
Shelf_9324,3F,18,21
Shelf_9325,2F,29,27
Shelf_9326,2F,45,4
Shelf_9327,2F,15,24
Shelf_9328,3F,56,4
Shelf_9329,3F,54,18
Shelf_9330,2F,29,21
Shelf_9331,3F,37,17
Shelf_9332,2F,29,1
Shelf_9333,2F,41,10
Shelf_9334,3F,23,21
Shelf_9335,3F,20,14
Shelf_9336,3F,15,17
Shelf_9337,3F,56,5
Shelf_9338,2F,41,1
Shelf_9339,3F,41,4
Shelf_9340,2F,49,6
Shelf_9341,3F,19,8
Shelf_9342,2F,46,6
Shelf_9343,3F,50,10
Shelf_9344,3F,8,10
Shelf_9345,3F,52,14
Shelf_9346,3F,52,16
Shelf_9347,3F,27,16
Shelf_9348,2F,47,6
Shelf_9349,2F,23,24
Shelf_9350,3F,37,8
Shelf_9351,3F,44,1
Shelf_9352,3F,58,2
Shelf_9353,2F,57,21
Shelf_9354,2F,26,1
Shelf_9355,2F,39,8
Shelf_9356,2F,30,24
Shelf_9357,2F,32,21
Shelf_9358,3F,47,10
Shelf_9359,3F,37,28
Shelf_9360,3F,24,2
Shelf_9361,3F,46,18
Shelf_9362,3F,13,20
Shelf_9363,2F,39,13
Shelf_9364,2F,54,13
Shelf_9365,2F,38,4
Shelf_9366,2F,33,24
Shelf_9367,2F,56,10
Shelf_9368,3F,42,1
Shelf_9369,2F,52,14
Shelf_9370,2F,35,28
Shelf_9371,2F,31,24
Shelf_9372,3F,28,12
Shelf_9373,3F,8,24
Shelf_9374,3F,15,1
Shelf_9375,3F,35,13
Shelf_9376,2F,9,16
Shelf_9377,2F,24,17
Shelf_9378,2F,47,5
Shelf_9379,3F,11,2
Shelf_9380,3F,54,5
Shelf_9381,3F,33,12
Shelf_9382,2F,35,4
Shelf_9383,2F,29,18
Shelf_9384,3F,54,16
Shelf_9385,2F,31,8
Shelf_9386,3F,35,17
Shelf_9387,3F,37,20
Shelf_9388,2F,8,2
Shelf_9389,2F,50,24
Shelf_9390,2F,12,23
Shelf_9391,2F,53,12
Shelf_9392,3F,50,20
Shelf_9393,3F,31,16
Shelf_9394,2F,44,23
Shelf_9395,3F,57,13
Shelf_9396,2F,38,16
Shelf_9397,2F,20,6
Shelf_9398,3F,29,30
Shelf_9399,3F,39,17
Shelf_9400,2F,59,23
Shelf_9401,3F,26,27
Shelf_9402,2F,48,6
Shelf_9403,3F,53,8
Shelf_9404,2F,23,2
Shelf_9405,2F,46,20
Shelf_9406,3F,45,21
Shelf_9407,3F,54,9
Shelf_9408,2F,11,6
Shelf_9409,2F,40,13
Shelf_9410,2F,46,13
Shelf_9411,3F,41,9
Shelf_9412,2F,20,23
Shelf_9413,3F,19,5
Shelf_9414,2F,13,16
Shelf_9415,2F,20,24
Shelf_9416,2F,24,8
Shelf_9417,2F,13,18
Shelf_9418,3F,59,8
Shelf_9419,2F,32,8
Shelf_9420,2F,26,26
Shelf_9421,3F,32,2
Shelf_9422,2F,57,1
Shelf_9423,3F,14,6
Shelf_9424,3F,45,6
Shelf_9425,2F,28,8
Shelf_9426,2F,52,23
Shelf_9427,3F,32,16
Shelf_9428,3F,31,1
Shelf_9429,2F,47,18
Shelf_9430,3F,28,26
Shelf_9431,3F,21,24
Shelf_9432,3F,50,24
Shelf_9433,3F,24,6
Shelf_9434,2F,28,12
Shelf_9435,2F,53,10
Shelf_9436,3F,44,18
Shelf_9437,3F,35,23
Shelf_9438,2F,45,16
Shelf_9439,3F,20,5
Shelf_9440,3F,25,1
Shelf_9441,2F,19,5
Shelf_9442,3F,46,1
Shelf_9443,2F,42,30
Shelf_9444,3F,14,16
Shelf_9445,3F,45,13
Shelf_9446,3F,59,15
Shelf_9447,2F,27,14
Shelf_9448,3F,42,18
Shelf_9449,2F,11,2
Shelf_9450,3F,36,26
Shelf_9451,2F,20,9
Shelf_9452,3F,20,18
Shelf_9453,3F,27,5
Shelf_9454,3F,37,2
Shelf_9455,2F,31,16
Shelf_9456,3F,10,8
Shelf_9457,2F,11,12
Shelf_9458,2F,12,17
Shelf_9459,3F,13,9
Shelf_9460,2F,49,8
Shelf_9461,3F,40,24
Shelf_9462,2F,29,12
Shelf_9463,3F,32,17
Shelf_9464,3F,13,10
Shelf_9465,3F,59,9
Shelf_9466,2F,59,4
Shelf_9467,2F,31,9
Shelf_9468,2F,57,23
Shelf_9469,3F,39,26
Shelf_9470,3F,26,21
Shelf_9471,3F,30,10
Shelf_9472,2F,38,26
Shelf_9473,2F,14,8
Shelf_9474,2F,53,13
Shelf_9475,2F,23,14
Shelf_9476,2F,15,6
Shelf_9477,3F,54,23
Shelf_9478,2F,59,5
Shelf_9479,2F,52,8
Shelf_9480,3F,27,17
Shelf_9481,2F,56,14
Shelf_9482,2F,50,17
Shelf_9483,3F,56,12
Shelf_9484,3F,41,27
Shelf_9485,2F,48,20
Shelf_9486,2F,35,9
Shelf_9487,2F,59,21
Shelf_9488,3F,36,21
Shelf_9489,3F,48,17
Shelf_9490,3F,19,2
Shelf_9491,3F,47,4
Shelf_9492,2F,33,14
Shelf_9493,3F,29,20
Shelf_9494,3F,23,13
Shelf_9495,3F,26,20
Shelf_9496,2F,14,21
Shelf_9497,3F,9,18
Shelf_9498,2F,36,26
Shelf_9499,3F,12,10
Shelf_9500,3F,8,23
Shelf_9501,2F,35,21
Shelf_9502,2F,48,18
Shelf_9503,2F,23,21
Shelf_9504,2F,10,4
Shelf_9505,2F,31,10
Shelf_9506,3F,29,10
Shelf_9507,3F,9,24
Shelf_9508,3F,20,24
Shelf_9509,3F,47,17
Shelf_9510,2F,55,16
Shelf_9511,3F,35,12
Shelf_9512,3F,44,6
Shelf_9513,3F,50,1
Shelf_9514,2F,45,12
Shelf_9515,3F,44,9
Shelf_9516,3F,15,4
Shelf_9517,2F,33,2
Shelf_9518,3F,20,12
Shelf_9519,2F,44,9
Shelf_9520,3F,40,2
Shelf_9521,3F,21,6
Shelf_9522,3F,22,24
Shelf_9523,3F,49,5
Shelf_9524,2F,50,20
Shelf_9525,3F,55,13
Shelf_9526,2F,52,2
Shelf_9527,2F,46,17
Shelf_9528,2F,9,20
Shelf_9529,2F,18,20
Shelf_9530,3F,8,17
Shelf_9531,3F,10,24
Shelf_9532,3F,36,16
Shelf_9533,3F,33,13
Shelf_9534,3F,35,24
Shelf_9535,2F,32,28
Shelf_9536,3F,26,26
Shelf_9537,2F,29,20
Shelf_9538,3F,53,2
Shelf_9539,2F,29,10
